13 13 0.075
0.016067 0.045716 0.0802116 0.0311011 0.0125601 -0.00120461 3.88221e-05
0.0022001 0.0503409 0.0882593 0.0344097 0.0137383 -0.00132251 4.25577e-05
0.0020121 0.0504818 0.0885073 0.0344578 0.0138308 -0.00132867 4.27344e-05
0.0019424 0.0506746 0.0888592 0.0345214 0.0139393 -0.00133364 4.28702e-05
0.00035032 0.0514586 0.0902297 0.0350655 0.0141481 -0.00135538 4.35894e-05
0.00028032 0.0514834 0.0902742 0.0350722 0.0141654 -0.0013567 4.36308e-05
0.00026953 0.0515173 0.0903363 0.0350832 0.0141847 -0.00135766 4.36592e-05
0.00014493 0.0515174 0.0903365 0.0350831 0.0141848 -0.00135766 4.36595e-05
0.00014301 0.0515175 0.0903367 0.0350831 0.0141849 -0.00135766 4.36598e-05
4.639e-05 0.0516325 0.0905374 0.0351638 0.0142151 -0.00136081 4.3764e-05
2.847e-05 0.0516355 0.0905428 0.0351646 0.0142173 -0.00136098 4.37698e-05
2.72e-05 0.0516396 0.0905503 0.0351659 0.0142196 -0.00136109 4.37731e-05
5.1e-06 0.0516496 0.0905676 0.0351734 0.0142218 -0.0013613 4.37788e-05
