20 20 0.059488
0.059488 8.96401 -6.29679 2.98975 -0.289661 0.016066 -0.000348409
0.010081 10.0233 -7.06264 3.35998 -0.331125 0.0185411 -0.000405473
0.0096294 10.2143 -7.23301 3.44432 -0.342037 0.0194887 -0.000434838
0.0086381 10.3901 -7.35195 3.48707 -0.342524 0.0194025 -0.000427766
0.0022774 10.6177 -7.51519 3.56618 -0.351454 0.0199397 -0.000440231
0.0020752 10.6644 -7.55438 3.58471 -0.353613 0.0201079 -0.000445032
0.0018651 10.7107 -7.58942 3.59882 -0.354706 0.0201887 -0.000447072
0.001516 10.7117 -7.59038 3.59926 -0.35476 0.0201963 -0.000447331
0.0014698 10.7128 -7.59142 3.59971 -0.354815 0.0202042 -0.000447587
0.00045373 10.7677 -7.63091 3.6189 -0.357 0.0203368 -0.00045069
0.00037137 10.7779 -7.6392 3.62279 -0.357399 0.0203645 -0.000451385
0.00032387 10.7876 -7.64718 3.62627 -0.357724 0.0203902 -0.000452081
0.00018695 10.7878 -7.6474 3.62637 -0.357736 0.020392 -0.000452144
0.00017833 10.7881 -7.64763 3.62648 -0.357749 0.0203939 -0.000452208
1.103e-05 10.7881 -7.64763 3.62648 -0.357749 0.0203939 -0.000452208
9.74e-06 10.7881 -7.64763 3.62648 -0.35775 0.0203939 -0.000452208
5.83e-05 10.7968 -7.65387 3.62951 -0.358085 0.0204136 -0.000452651
3.558e-05 10.7981 -7.65496 3.63004 -0.358143 0.0204178 -0.000452764
2.954e-05 10.7993 -7.65591 3.63043 -0.358175 0.0204202 -0.000452825
5.55e-06 10.8 -7.65641 3.63068 -0.358204 0.0204221 -0.000452873
