22 22 0.47863
0.067565 0.72691 1.73324 0.313964 0.520671 -0.254638 0.0501003
0.011656 0.811141 1.93368 0.353782 0.572916 -0.277057 0.0537826
0.011163 0.8252 1.96652 0.367576 0.56118 -0.262777 0.0503173
0.0098792 0.835549 1.99053 0.379548 0.547434 -0.247755 0.0467481
0.0026847 0.853925 2.03422 0.388612 0.557805 -0.251783 0.0473361
0.0024614 0.857314 2.0422 0.391485 0.555921 -0.249046 0.0466614
0.0021841 0.859877 2.04823 0.393799 0.553908 -0.246422 0.0460533
0.0018023 0.859924 2.04834 0.393887 0.553726 -0.246243 0.0460133
0.0017416 0.859977 2.04846 0.393972 0.553574 -0.24609 0.0459785
0.00055465 0.864484 2.05918 0.396181 0.556142 -0.247092 0.0461254
0.00046141 0.865294 2.06109 0.396796 0.55584 -0.246554 0.045993
0.00039736 0.865898 2.06252 0.39735 0.555348 -0.245922 0.0458457
0.00024248 0.86591 2.06254 0.39738 0.555289 -0.245868 0.0458335
0.00023072 0.865923 2.06257 0.397399 0.555257 -0.245836 0.0458265
3.614e-05 0.865923 2.06257 0.397399 0.555257 -0.245835 0.0458264
3.404e-05 0.865923 2.06257 0.397399 0.555257 -0.245835 0.0458264
7.881e-05 0.866718 2.06446 0.397782 0.555725 -0.246023 0.0458547
5.115e-05 0.866839 2.06475 0.39788 0.555668 -0.245933 0.0458327
4.189e-05 0.866925 2.06495 0.397968 0.555581 -0.245831 0.0458087
7.01e-06 0.866925 2.06495 0.397968 0.55558 -0.24583 0.0458085
6.3e-06 0.866926 2.06495 0.397969 0.555579 -0.245829 0.0458083
7.31e-06 0.867001 2.06513 0.398006 0.555623 -0.245848 0.0458113
