22 22 0.231739
0.067565 7.60943 -6.60362 3.6619 -0.0433077 -0.128444 0.0164494
0.011656 8.60478 -7.03699 3.7763 -0.00971774 -0.124342 0.01448
0.011163 8.78413 -7.20612 3.86323 -0.00844194 -0.127721 0.0149067
0.0098792 8.91817 -7.33432 3.92811 -0.00686861 -0.130033 0.0152018
0.0026847 9.15 -7.43195 3.95335 -0.000171933 -0.129311 0.0148573
0.0024614 9.19533 -7.47514 3.97487 0.000484712 -0.130342 0.014988
0.0021841 9.23429 -7.51123 3.99158 0.00105365 -0.130974 0.015064
0.0018023 9.23524 -7.51224 3.99202 0.00108671 -0.130993 0.0150666
0.0017416 9.23614 -7.51314 3.99242 0.00111183 -0.131007 0.0150686
0.00055465 9.29297 -7.53706 3.9986 0.00275274 -0.13083 0.0149842
0.00046141 9.30466 -7.54781 4.00372 0.00290401 -0.131054 0.0150113
0.00039736 9.31362 -7.55619 4.00765 0.0030368 -0.131206 0.0150298
0.00024248 9.31384 -7.55641 4.00775 0.00304353 -0.13121 0.0150303
0.00023072 9.31408 -7.55665 4.00785 0.00305073 -0.131214 0.0150308
3.614e-05 9.31408 -7.55665 4.00785 0.00305076 -0.131214 0.0150308
3.404e-05 9.31408 -7.55665 4.00785 0.00305078 -0.131214 0.0150308
7.881e-05 9.32378 -7.56081 4.00891 0.00336344 -0.131176 0.0150129
5.115e-05 9.32545 -7.56238 4.00968 0.00338617 -0.131211 0.0150172
4.189e-05 9.32665 -7.56353 4.01024 0.00340499 -0.131234 0.0150201
7.01e-06 9.32666 -7.56353 4.01024 0.00340512 -0.131234 0.0150201
6.3e-06 9.32666 -7.56353 4.01024 0.00340525 -0.131234 0.0150202
7.31e-06 9.32761 -7.56393 4.01034 0.00343252 -0.131231 0.0150188
